Fp1	0,088	0,038	0,024
Fp2	0,088	-0,036	0,022
F3	0,056	0,055	0,060
F4	0,054	-0,056	0,055
C3	0,005	0,067	0,077
C4	0,004	-0,068	0,070
P3	-0,048	0,059	0,081
P4	-0,048	-0,061	0,076
O1	-0,083	0,037	0,049
O2	-0,083	-0,034	0,047
F7	0,034	0,064	0,014
F8	0,035	-0,065	0,011
T3	-0,004	0,072	0,017
T4	-0,004	-0,073	0,014
T5	-0,041	0,068	0,027
T6	-0,042	-0,068	0,025
Fz	0,076	-0,003	0,096
Cz	0,011	-0,003	0,117
Pz	-0,053	-0,002	0,113
